"Participant","Results.reception.time","Controller.name","Order.number.of.item","Inner.element.number","Label","Latin.Square.Group","PennElementType","PennElementName","Parameter","EventTime","id","Item","Item2","Condition","Factor1","Factor2","Factor3","Comments","Country","Fluent","School","Home","English","Rating","z","Antecedent","Noun"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673471020999,"55a43278fdf99b02ff6caf89","24","t24","b","each","people","think","NULL","Louisiana","English","English","English","English",7,1.05301802037816,"each","people"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673471032701,"55a43278fdf99b02ff6caf89","18","t18","d","all","people","profess","NULL","Louisiana","English","English","English","English",6,0.572841803085722,"all","people"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673471038395,"55a43278fdf99b02ff6caf89","9","t09","a","each","person","boast","NULL","Louisiana","English","English","English","English",6,0.572841803085722,"each","person"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673471048445,"55a43278fdf99b02ff6caf89","17","t17","a","each","person","worry","NULL","Louisiana","English","English","English","English",5,0.0926655857932785,"each","person"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673471051407,"55a43278fdf99b02ff6caf89","19","t19","c","all","person","worry","NULL","Louisiana","English","English","English","English",7,1.05301802037816,"all","person"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673471056282,"55a43278fdf99b02ff6caf89","6","t06","d","all","people","boast","NULL","Louisiana","English","English","English","English",6,0.572841803085722,"all","people"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673471079300,"55a43278fdf99b02ff6caf89","4","t04","b","each","people","claim","NULL","Louisiana","English","English","English","English",4,-0.387510631499164,"each","people"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673471083022,"55a43278fdf99b02ff6caf89","22","t22","d","all","people","boast","NULL","Louisiana","English","English","English","English",5,0.0926655857932785,"all","people"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673471086667,"55a43278fdf99b02ff6caf89","7","t07","c","all","person","believe","NULL","Louisiana","English","English","English","English",6,0.572841803085722,"all","person"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673471114482,"55a43278fdf99b02ff6caf89","14","t14","d","all","people","think","NULL","Louisiana","English","English","English","English",7,1.05301802037816,"all","people"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673471130895,"55a43278fdf99b02ff6caf89","15","t15","c","all","person","boast","NULL","Louisiana","English","English","English","English",5,0.0926655857932785,"all","person"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673471140376,"55a43278fdf99b02ff6caf89","16","t16","b","each","people","believe","NULL","Louisiana","English","English","English","English",6,0.572841803085722,"each","people"
"cd545f96a19473464a1a039bfcb3dacc",1673471163,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673471146190,"55a43278fdf99b02ff6caf89","12","t12","b","each","people","think","NULL","Louisiana","English","English","English","English",7,1.05301802037816,"each","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673465953744,"637e716064f96424d59305f7","7","t07","c","all","person","believe","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"all","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673465966417,"637e716064f96424d59305f7","8","t08","b","each","people","claim","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"each","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673465972204,"637e716064f96424d59305f7","23","t23","c","all","person","believe","NULL","California%2C US","English","English","English","English",4,-0.35813441594735,"all","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673465978212,"637e716064f96424d59305f7","3","t03","c","all","person","profess","NULL","California%2C US","English","English","English","English",5,0.127905148552625,"all","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673465982461,"637e716064f96424d59305f7","12","t12","b","each","people","think","NULL","California%2C US","English","English","English","English",2,-1.3302135449473,"each","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673466013431,"637e716064f96424d59305f7","5","t05","a","each","person","worry","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"each","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673466018706,"637e716064f96424d59305f7","15","t15","c","all","person","boast","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"all","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673466036250,"637e716064f96424d59305f7","22","t22","d","all","people","boast","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"all","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673466045204,"637e716064f96424d59305f7","2","t02","d","all","people","believe","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"all","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673466071791,"637e716064f96424d59305f7","10","t10","d","all","people","profess","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"all","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673466086657,"637e716064f96424d59305f7","1","t01","a","each","person","think","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"each","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673466093339,"637e716064f96424d59305f7","13","t13","a","each","person","claim","NULL","California%2C US","English","English","English","English",7,1.09998427755257,"each","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673466098066,"637e716064f96424d59305f7","20","t20","b","each","people","profess","NULL","California%2C US","English","English","English","English",3,-0.844173980447324,"each","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673466110404,"637e716064f96424d59305f7","11","t11","c","all","person","worry","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"all","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673466122734,"637e716064f96424d59305f7","4","t04","b","each","people","claim","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"each","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673466756586,"637e716064f96424d59305f7","19","t19","c","all","person","worry","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"all","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673466770084,"637e716064f96424d59305f7","21","t21","a","each","person","claim","NULL","California%2C US","English","English","English","English",5,0.127905148552625,"each","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673466775141,"637e716064f96424d59305f7","16","t16","b","each","people","believe","NULL","California%2C US","English","English","English","English",5,0.127905148552625,"each","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673466797248,"637e716064f96424d59305f7","9","t09","a","each","person","boast","NULL","California%2C US","English","English","English","English",5,0.127905148552625,"each","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673466806737,"637e716064f96424d59305f7","18","t18","d","all","people","profess","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"all","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673466812330,"637e716064f96424d59305f7","14","t14","d","all","people","think","NULL","California%2C US","English","English","English","English",6,0.6139447130526,"all","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673466830908,"637e716064f96424d59305f7","24","t24","b","each","people","think","NULL","California%2C US","English","English","English","English",5,0.127905148552625,"each","people"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673466835356,"637e716064f96424d59305f7","17","t17","a","each","person","worry","NULL","California%2C US","English","English","English","English",4,-0.35813441594735,"each","person"
"ce27991a5d68ee1178f84b394eaa9ecd",1673466872,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673466844886,"637e716064f96424d59305f7","6","t06","d","all","people","boast","NULL","California%2C US","English","English","English","English",4,-0.35813441594735,"all","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673771160149,"6172430a2fbf1383e0493223","14","t14","b","each","people","think","NULL","alabama","english","english","english","english",5,0.173127808800886,"each","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673771168805,"6172430a2fbf1383e0493223","7","t07","a","each","person","believe","NULL","alabama","english","english","english","english",6,0.721365870003693,"each","person"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673771175231,"6172430a2fbf1383e0493223","5","t05","c","all","person","worry","NULL","alabama","english","english","english","english",7,1.2696039312065,"all","person"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673771181360,"6172430a2fbf1383e0493223","17","t17","c","all","person","worry","NULL","alabama","english","english","english","english",5,0.173127808800886,"all","person"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673771213010,"6172430a2fbf1383e0493223","8","t08","d","all","people","claim","NULL","alabama","english","english","english","english",5,0.173127808800886,"all","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673771225708,"6172430a2fbf1383e0493223","20","t20","d","all","people","profess","NULL","alabama","english","english","english","english",6,0.721365870003693,"all","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673771287404,"6172430a2fbf1383e0493223","10","t10","b","each","people","profess","NULL","alabama","english","english","english","english",5,0.173127808800886,"each","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673771324849,"6172430a2fbf1383e0493223","3","t03","a","each","person","profess","NULL","alabama","english","english","english","english",6,0.721365870003693,"each","person"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673771331121,"6172430a2fbf1383e0493223","9","t09","c","all","person","boast","NULL","alabama","english","english","english","english",5,0.173127808800886,"all","person"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673771340834,"6172430a2fbf1383e0493223","21","t21","c","all","person","claim","NULL","alabama","english","english","english","english",6,0.721365870003693,"all","person"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673771381157,"6172430a2fbf1383e0493223","6","t06","b","each","people","boast","NULL","alabama","english","english","english","english",4,-0.37511025240192,"each","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673771402153,"6172430a2fbf1383e0493223","1","t01","c","all","person","think","NULL","alabama","english","english","english","english",7,1.2696039312065,"all","person"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673771440575,"6172430a2fbf1383e0493223","15","t15","a","each","person","boast","NULL","alabama","english","english","english","english",5,0.173127808800886,"each","person"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673771445589,"6172430a2fbf1383e0493223","4","t04","d","all","people","claim","NULL","alabama","english","english","english","english",4,-0.37511025240192,"all","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673771453867,"6172430a2fbf1383e0493223","19","t19","a","each","person","worry","NULL","alabama","english","english","english","english",5,0.173127808800886,"each","person"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673771497535,"6172430a2fbf1383e0493223","12","t12","d","all","people","think","NULL","alabama","english","english","english","english",6,0.721365870003693,"all","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673771517117,"6172430a2fbf1383e0493223","18","t18","b","each","people","profess","NULL","alabama","english","english","english","english",4,-0.37511025240192,"each","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673771520913,"6172430a2fbf1383e0493223","2","t02","b","each","people","believe","NULL","alabama","english","english","english","english",4,-0.37511025240192,"each","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673771525405,"6172430a2fbf1383e0493223","24","t24","d","all","people","think","NULL","alabama","english","english","english","english",5,0.173127808800886,"all","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673771537108,"6172430a2fbf1383e0493223","13","t13","c","all","person","claim","NULL","alabama","english","english","english","english",4,-0.37511025240192,"all","person"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673771543226,"6172430a2fbf1383e0493223","11","t11","a","each","person","worry","NULL","alabama","english","english","english","english",4,-0.37511025240192,"each","person"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673771557463,"6172430a2fbf1383e0493223","16","t16","d","all","people","believe","NULL","alabama","english","english","english","english",5,0.173127808800886,"all","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673771570665,"6172430a2fbf1383e0493223","22","t22","b","each","people","boast","NULL","alabama","english","english","english","english",4,-0.37511025240192,"each","people"
"cf830ce630ff7ca95293a0238ed78205",1673771601,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673771580712,"6172430a2fbf1383e0493223","23","t23","a","each","person","believe","NULL","alabama","english","english","english","english",4,-0.37511025240192,"each","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673466853713,"617607afd82790fa9377bf54","2","t02","d","all","people","believe","NULL","Washington","English","English","English","English",5,0.717544467512418,"all","people"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673466947548,"617607afd82790fa9377bf54","14","t14","d","all","people","think","NULL","Washington","English","English","English","English",5,0.717544467512418,"all","people"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673466962112,"617607afd82790fa9377bf54","11","t11","c","all","person","worry","NULL","Washington","English","English","English","English",3,-0.451027951007805,"all","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",19,0,"experiment","NULL","Scale","Scale","Choice",1673466986397,"617607afd82790fa9377bf54","9","t09","a","each","person","boast","NULL","Washington","English","English","English","English",5,0.717544467512418,"each","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673466991675,"617607afd82790fa9377bf54","1","t01","a","each","person","think","NULL","Washington","English","English","English","English",5,0.717544467512418,"each","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673467001335,"617607afd82790fa9377bf54","23","t23","c","all","person","believe","NULL","Washington","English","English","English","English",5,0.717544467512418,"all","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673467006465,"617607afd82790fa9377bf54","8","t08","b","each","people","claim","NULL","Washington","English","English","English","English",3,-0.451027951007805,"each","people"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673467036313,"617607afd82790fa9377bf54","20","t20","b","each","people","profess","NULL","Washington","English","English","English","English",2,-1.03531416026792,"each","people"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673467046014,"617607afd82790fa9377bf54","24","t24","b","each","people","think","NULL","Washington","English","English","English","English",3,-0.451027951007805,"each","people"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673467067252,"617607afd82790fa9377bf54","19","t19","c","all","person","worry","NULL","Washington","English","English","English","English",5,0.717544467512418,"all","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673467079106,"617607afd82790fa9377bf54","16","t16","b","each","people","believe","NULL","Washington","English","English","English","English",3,-0.451027951007805,"each","people"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673467088450,"617607afd82790fa9377bf54","21","t21","a","each","person","claim","NULL","Washington","English","English","English","English",3,-0.451027951007805,"each","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673467094134,"617607afd82790fa9377bf54","5","t05","a","each","person","worry","NULL","Washington","English","English","English","English",4,0.133258258252306,"each","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673467112227,"617607afd82790fa9377bf54","6","t06","d","all","people","boast","NULL","Washington","English","English","English","English",5,0.717544467512418,"all","people"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673467117975,"617607afd82790fa9377bf54","12","t12","b","each","people","think","NULL","Washington","English","English","English","English",2,-1.03531416026792,"each","people"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673467138168,"617607afd82790fa9377bf54","4","t04","b","each","people","claim","NULL","Washington","English","English","English","English",2,-1.03531416026792,"each","people"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673467142315,"617607afd82790fa9377bf54","15","t15","c","all","person","boast","NULL","Washington","English","English","English","English",2,-1.03531416026792,"all","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673467163958,"617607afd82790fa9377bf54","22","t22","d","all","people","boast","NULL","Washington","English","English","English","English",3,-0.451027951007805,"all","people"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",17,0,"experiment","NULL","Scale","Scale","Choice",1673467170571,"617607afd82790fa9377bf54","7","t07","c","all","person","believe","NULL","Washington","English","English","English","English",2,-1.03531416026792,"all","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673467182366,"617607afd82790fa9377bf54","17","t17","a","each","person","worry","NULL","Washington","English","English","English","English",5,0.717544467512418,"each","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673467187576,"617607afd82790fa9377bf54","13","t13","a","each","person","claim","NULL","Washington","English","English","English","English",5,0.717544467512418,"each","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673467193312,"617607afd82790fa9377bf54","3","t03","c","all","person","profess","NULL","Washington","English","English","English","English",3,-0.451027951007805,"all","person"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673467198087,"617607afd82790fa9377bf54","18","t18","d","all","people","profess","NULL","Washington","English","English","English","English",5,0.717544467512418,"all","people"
"d8ff5800c12e410ae74e5a1545f2e6b5",1673467228,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673467208549,"617607afd82790fa9377bf54","10","t10","d","all","people","profess","NULL","Washington","English","English","English","English",5,0.717544467512418,"all","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",34,0,"experiment","NULL","Scale","Scale","Choice",1673771425099,"60b88feb0b0e8546cfeae3a1","24","t24","d","all","people","think","NULL","Nebraska","English","English","English","English",7,1.55329418411184,"all","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",15,0,"experiment","NULL","Scale","Scale","Choice",1673771431275,"60b88feb0b0e8546cfeae3a1","5","t05","c","all","person","worry","NULL","Nebraska","English","English","English","English",7,1.55329418411184,"all","person"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",33,0,"experiment","NULL","Scale","Scale","Choice",1673771442120,"60b88feb0b0e8546cfeae3a1","23","t23","a","each","person","believe","NULL","Nebraska","English","English","English","English",5,0.473565300034096,"each","person"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",26,0,"experiment","NULL","Scale","Scale","Choice",1673771483543,"60b88feb0b0e8546cfeae3a1","16","t16","d","all","people","believe","NULL","Nebraska","English","English","English","English",6,1.01342974207297,"all","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",24,0,"experiment","NULL","Scale","Scale","Choice",1673771492937,"60b88feb0b0e8546cfeae3a1","14","t14","b","each","people","think","NULL","Nebraska","English","English","English","English",6,1.01342974207297,"each","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",16,0,"experiment","NULL","Scale","Scale","Choice",1673771540052,"60b88feb0b0e8546cfeae3a1","6","t06","b","each","people","boast","NULL","Nebraska","English","English","English","English",5,0.473565300034096,"each","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",29,0,"experiment","NULL","Scale","Scale","Choice",1673771541695,"60b88feb0b0e8546cfeae3a1","19","t19","a","each","person","worry","NULL","Nebraska","English","English","English","English",5,0.473565300034096,"each","person"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",32,0,"experiment","NULL","Scale","Scale","Choice",1673771562935,"60b88feb0b0e8546cfeae3a1","22","t22","b","each","people","boast","NULL","Nebraska","English","English","English","English",2,-1.14602802608251,"each","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",11,0,"experiment","NULL","Scale","Scale","Choice",1673771573848,"60b88feb0b0e8546cfeae3a1","1","t01","c","all","person","think","NULL","Nebraska","English","English","English","English",5,0.473565300034096,"all","person"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",27,0,"experiment","NULL","Scale","Scale","Choice",1673771612109,"60b88feb0b0e8546cfeae3a1","17","t17","c","all","person","worry","NULL","Nebraska","English","English","English","English",2,-1.14602802608251,"all","person"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",21,0,"experiment","NULL","Scale","Scale","Choice",1673771639638,"60b88feb0b0e8546cfeae3a1","11","t11","a","each","person","worry","NULL","Nebraska","English","English","English","English",3,-0.606163584043643,"each","person"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",13,0,"experiment","NULL","Scale","Scale","Choice",1673771644048,"60b88feb0b0e8546cfeae3a1","3","t03","a","each","person","profess","NULL","Nebraska","English","English","English","English",4,-0.0662991420047734,"each","person"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",14,0,"experiment","NULL","Scale","Scale","Choice",1673771654792,"60b88feb0b0e8546cfeae3a1","4","t04","d","all","people","claim","NULL","Nebraska","English","English","English","English",1,-1.68589246812138,"all","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",12,0,"experiment","NULL","Scale","Scale","Choice",1673771680510,"60b88feb0b0e8546cfeae3a1","2","t02","b","each","people","believe","NULL","Nebraska","English","English","English","English",4,-0.0662991420047734,"each","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",25,0,"experiment","NULL","Scale","Scale","Choice",1673771688981,"60b88feb0b0e8546cfeae3a1","15","t15","a","each","person","boast","NULL","Nebraska","English","English","English","English",5,0.473565300034096,"each","person"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",23,0,"experiment","NULL","Scale","Scale","Choice",1673771729628,"60b88feb0b0e8546cfeae3a1","13","t13","c","all","person","claim","NULL","Nebraska","English","English","English","English",4,-0.0662991420047734,"all","person"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",18,0,"experiment","NULL","Scale","Scale","Choice",1673771734375,"60b88feb0b0e8546cfeae3a1","8","t08","d","all","people","claim","NULL","Nebraska","English","English","English","English",4,-0.0662991420047734,"all","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",22,0,"experiment","NULL","Scale","Scale","Choice",1673771738650,"60b88feb0b0e8546cfeae3a1","12","t12","d","all","people","think","NULL","Nebraska","English","English","English","English",5,0.473565300034096,"all","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",31,0,"experiment","NULL","Scale","Scale","Choice",1673771783830,"60b88feb0b0e8546cfeae3a1","21","t21","c","all","person","claim","NULL","Nebraska","English","English","English","English",5,0.473565300034096,"all","person"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",20,0,"experiment","NULL","Scale","Scale","Choice",1673771788645,"60b88feb0b0e8546cfeae3a1","10","t10","b","each","people","profess","NULL","Nebraska","English","English","English","English",4,-0.0662991420047734,"each","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",28,0,"experiment","NULL","Scale","Scale","Choice",1673771792256,"60b88feb0b0e8546cfeae3a1","18","t18","b","each","people","profess","NULL","Nebraska","English","English","English","English",4,-0.0662991420047734,"each","people"
"d943f919b6b7230b0bdc875e7333ec44",1673771859,"PennController",30,0,"experiment","NULL","Scale","Scale","Choice",1673771800098,"60b88feb0b0e8546cfeae3a1","20","t20","d","all","people","profess","NULL","Nebraska","English","English","English","English",4,-0.0662991420047734,"all","people"
